text,sentiment,clean_text
 delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),neutral,delegate eating pate toast wife editing yesterdays engagement shoot
Ha! I think I really have lost it. Time to get ready for work.,negative,ha think really lost time get ready work
 hell yea its hot here  i miss cali,negative,hell yea hot miss cali
YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,positive,yes done last homework ready dx go waaalkiiing sun shining oh yeah
 you writing fanfic? me read!,neutral,writing fanfic read
 I`m saving up for a three burner weber for next year,neutral,im saving three burner weber next year
  Thanks Mr. DJ!,positive,thanks mr dj
I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,negative,hate new mt dew commercialthe one giant mosquitoit scares grosses time
" ohh sorry , thats someone else`s pic  my bad",negative,ohh sorry thats someone elses pic bad
" *hugs* Oh gosh, I`m sorry",negative,hugs oh gosh im sorry
"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",positive,yeeeah lmao dentists arent nice espesh decide old goodie bags stickers awesome toothpaste
 why do we need to wait another year for toy story 3?!,neutral,need wait another year toy story
"HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples",neutral,hahah hear mvp chants atlantas arena least get right unlike staples
 haha well then maybe u shouldn`t be so weak  hehe jks  ****,positive,haha well maybe u shouldnt weak hehe jks
Biggest food fight/mosh pit ever and i miss it from across the school,negative,biggest food fightmosh pit ever miss across school
I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,negative,killed dill plant happen dill great suddenly dead
#3wordsaftersex it hurts now,negative,wordsaftersex hurts
" I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",positive,imagine know love hearing novel im kinda awake lol continue hopefully
Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,positive,gon na try get couple hours sleep love going bed later twitter
http://twitpic.com/4wi9p - playing with ethan. i love you baby,positive,playing ethan love baby
 how come? i want pizza,neutral,come want pizza
Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day,negative,geez im hating bein work till day like feel like wasted lovley day
"At every gas station, I look for postcards for   No luck.",negative,every gas station look postcards luck
ya i walked into the wall thats why i have a plaster on my neck,neutral,ya walked wall thats plaster neck
  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,positive,hey everyone mixed first single r u im sooo excited
Guys will go see Constance 	 logically,neutral,guys go see constance logically
did not sleep a wink last night  X,neutral,sleep wink last night x
 // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,neutral,feel pain lived apt mos previous tenant cats burning eyestight lungs gregg
ahh! big scary bug flying around my room!!!!!,negative,ahh big scary bug flying around room
"oh yes, the Cavs win game5, now onto game6. it`s still danger, they HAVE to win this one either, it`s no shot for the championship",neutral,oh yes cavs win game onto game still danger win one either shot championship
 Happy Anoop Day to you too Monica,positive,happy anoop day monica
"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",negative,tried energy drink report back guys im sweating worst cramps want lie
Happy Mothers May to my Mak   Love you always! XOXO.,positive,happy mothers may mak love always xoxo
 i found out that there`s sushi with fake crab meat and it`s not good for you,negative,found theres sushi fake crab meat good
is thinking about a career change,neutral,thinking career change
" meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",negative,meh feel fine crazy minute sickness session im hungry
 what sun?,neutral,sun
   Well....hopefully someday soon you can get one!,positive,wellhopefully someday soon get one
Under sooooo much stress lately,negative,sooooo much stress lately
" Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn`t cut it anymore.",neutral,tuned listen meeting know high schoolcollege french doesnt cut anymore
"Do you have a chronic illness blog? Let me know, I`ll post your link on my own  www.ptsici.blogspot.com",neutral,chronic illness blog let know ill post link
Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.,positive,weekend getting close bad ill stuck north hopefully ill able get next weekend real life fun
JT should just be a regular on SNL,neutral,jt regular snl
 #twappy http://bit.ly/D9qVk,neutral,twappy
 It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,negative,never late need buck ideas stop bunch stuffy old reactionaries
not at all happy...dont know what the reason is,negative,happydont know reason
"_fan76 ROFL!  THAT`S my problem, only two hands",negative,fan rofl thats problem two hands
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",negative,transport church wont making im crushed oh well time assignments suppose throat really hurts
" What timeeee? My mom says I have to do something daw tomorrow, eh. But we`re never compelte!",neutral,timeeee mom says something daw tomorrow eh never compelte
 I`ve been sat sunbathing in the bombed out church all day and left and missed you,negative,ive sat sunbathing bombed church day left missed
I know exactly where i should be,neutral,know exactly
" I`ve made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it`s for us, not you",neutral,ive made game stephen well actually us
 thanks to follow. have a nice rest,positive,thanks follow nice rest
 Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,positive,sensation ocean white portugal absolutely amazing adoreiii
" yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",negative,yeah got ur text well ive summer break week far boring watch tennis matches
I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills,neutral,ive nudged much going lately umped games wknd took one pills
i just saw a bird slowly die right next to me,negative,saw bird slowly die right next
 hahahaha where is that train? I want on! That should be a wild ride,positive,hahahaha train want wild ride
Love the family feud episode with the kardashians tonight,positive,love family feud episode kardashians tonight
I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,positive,im coming new plan bestie oh one gon na great
Hmmm. http://www.djhero.com/ is down,negative,hmmm
lmao...ummmm nothing...,neutral,lmaoummmm nothing
_90 haha agreed  LOL,positive,haha agreed lol
 hello  I`m up late playing on the internet. I love you!,positive,hello im late playing internet love
The music video I made for my  project for `This City is Contagious` by  is uploading to YouTube now.,neutral,music video made project city contagious uploading youtube
Theyre sappin mah sentry! errr yea... i`m without power at home right now,neutral,theyre sappin mah sentry errr yea im without power home right
crash in Qmbol,negative,crash qmbol
 Perth Australia,neutral,perth australia
http://twitpic.com/4wgoq - The Beach was phenomenal 2day,positive,beach phenomenal day
" I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",negative,forgot tonight planning heading cask might good idea
Tired.....but can`t go to bed yet.....,negative,tiredbut cant go bed yet
" You`re a night owl, too, huh?",neutral,youre night owl huh
 haha no kidding... I listen to them all day long bud,positive,haha kidding listen day long bud
"Going to group therapy session, can`t wait to spill my guts... Ha ha ha",neutral,going group therapy session cant wait spill guts ha ha ha
